iter,rsq,rank,noise,N,b,items,is_bibd
7958,0.9928875601333217,TRUE,1.1160379517823458,405,18,9,TRUE
7959,0.9742499970651809,FALSE,0.6338593510445207,1418,20,17,FALSE
7960,0.9963198708389872,FALSE,1.2926948221866041,1674,12,9,FALSE
7961,0.9876014402534314,FALSE,1.023926476482302,1832,15,15,FALSE
7962,0.9729253669438,FALSE,0.8071442665532231,499,10,10,FALSE
7963,0.995836952962055,FALSE,1.065796548500657,904,14,13,FALSE
7964,0.769794677185204,FALSE,0.6681244974024594,1673,10,18,FALSE
7965,0.9554640362095014,FALSE,0.8914229257497936,1545,17,17,FALSE
7966,0.9813290259532039,FALSE,0.7904452686198056,593,16,13,FALSE
7967,0.9908398334565306,FALSE,1.0958998440764844,902,17,11,FALSE
7968,0.9644651952727296,FALSE,0.9020228437148035,639,19,19,FALSE
7969,0.802001877914178,FALSE,0.7022056630812585,1219,10,20,FALSE
7970,0.8793479881365355,FALSE,0.7667943155393004,941,9,19,FALSE
7971,0.9965336776286385,FALSE,1.2262640341650695,344,14,9,FALSE
7972,0.986928590340636,FALSE,1.4204136037733406,1898,17,15,FALSE
7973,0.7977002781833277,FALSE,0.5584899059031159,1735,10,20,FALSE
7974,0.9942557413557709,FALSE,1.0053593493066728,532,19,11,FALSE
7975,0.9912374004207841,FALSE,1.3234473560005426,1917,15,14,FALSE
7976,0.9936845849185936,FALSE,1.2271994496695697,1941,11,8,FALSE
7977,0.9771875616904493,FALSE,1.1596016848925501,1495,12,14,FALSE
7978,0.9893410512419409,FALSE,0.7435170277021825,492,15,16,FALSE
7979,0.9915573348014644,TRUE,0.7043811909388751,1414,18,8,FALSE
7980,0.9898877566502557,FALSE,0.896654712036252,1203,13,9,FALSE
7981,0.9974205884268652,FALSE,1.2153796150814742,368,13,9,FALSE
7982,0.9560408909759611,FALSE,0.5058577263262123,411,18,17,FALSE
7983,0.9970776044774775,TRUE,1.1997190755791962,436,17,8,FALSE
7984,0.998134621526761,FALSE,1.0309425152372569,1513,13,13,TRUE
7985,0.9855641822903355,FALSE,0.6973692746832967,537,17,11,FALSE
7986,0.9939393806512835,FALSE,1.351948770461604,1882,18,15,FALSE
7987,0.9709527876532067,FALSE,0.5073538201395422,948,12,14,FALSE
7988,0.9896288443438978,FALSE,1.2773555652238429,1953,8,11,FALSE
7989,0.9673385965435181,FALSE,0.5394339740741998,646,18,14,FALSE
7990,0.9911150833040134,FALSE,1.262738337740302,783,18,11,FALSE
7991,0.9682961961663485,FALSE,1.3479020355734974,1950,17,18,FALSE
7992,0.9944545097034755,FALSE,0.753278148593381,542,17,10,FALSE
7993,0.9005189163422521,FALSE,1.2287163413129747,542,10,19,FALSE
7994,0.983156695833376,TRUE,0.5271565546281636,1645,8,8,FALSE
7995,0.9902180175213223,FALSE,1.3573041905183345,1636,15,15,FALSE
7996,0.9223734615103195,FALSE,1.143188128247857,441,15,20,FALSE
7997,0.9573324659239106,FALSE,0.81391641497612,887,15,17,FALSE
7998,0.9841851599172389,FALSE,0.8817128976806998,988,11,12,FALSE
7999,0.9522748757451805,FALSE,0.6627629110589623,1252,11,14,FALSE
8000,0.9798575450579745,TRUE,0.6329311553854495,1319,18,13,FALSE
8001,0.8603493865841997,FALSE,1.0637532223481685,391,8,19,FALSE
8002,0.8864786006605645,FALSE,0.5099806473590434,1003,11,15,FALSE
8003,0.9526477455529001,FALSE,1.1639643211383373,1948,17,19,FALSE
8004,0.9647873767456019,FALSE,0.7071826823521405,718,13,12,FALSE
8005,0.9936308262422653,FALSE,1.4113222856540233,870,20,10,FALSE
8006,0.9967085735797563,TRUE,1.0824836955871433,1257,16,9,FALSE
8007,0.9527853297006484,FALSE,1.4924588552676141,1175,11,16,FALSE
8008,0.9901896460362177,FALSE,0.6012654909864068,1207,17,15,FALSE
8009,0.9805455509356154,FALSE,0.6403411340434104,1910,16,15,FALSE
8010,0.9415715221931925,FALSE,0.8720423420891166,1208,14,19,FALSE
8011,0.9431092411556529,FALSE,1.047843367094174,1266,15,19,FALSE
8012,0.9972258440431306,TRUE,1.032610172405839,1548,20,8,FALSE
8013,0.9951103829265733,TRUE,1.1292699130717665,943,18,15,FALSE
8014,0.991435567266581,FALSE,0.66200224426575,1380,20,12,FALSE
8015,0.9966752275780125,FALSE,0.9889429265167564,332,16,10,FALSE
8016,0.9593867251847745,FALSE,1.425744672305882,420,8,11,FALSE
8017,0.9927493360838273,TRUE,1.4439880836289376,852,13,12,FALSE
8018,0.8720271101504886,FALSE,0.6872013572137803,593,9,17,FALSE
8019,0.9534589519630288,FALSE,0.8999653626233339,1399,17,20,FALSE
8020,0.9859059677531135,TRUE,0.7872511926107109,522,15,10,TRUE
8021,0.9945417814104061,FALSE,1.0144229878205806,1414,15,11,FALSE
8022,0.9571957752326944,FALSE,0.6614037440158427,475,9,13,FALSE
8023,0.9783671446384625,FALSE,0.6421766523271799,736,17,14,FALSE
8024,0.9972597255685546,FALSE,1.1269410036038607,1049,20,12,FALSE
8025,0.9894760320663998,FALSE,1.0768948893528432,391,20,16,FALSE
8026,0.9914788434639948,FALSE,0.7998980737756938,1081,15,13,FALSE
8027,0.9496071056774088,FALSE,0.9675345465075225,1072,15,20,FALSE
8028,0.9864536997725863,FALSE,0.9982940109912306,1845,18,16,FALSE
8029,0.9860375193910254,FALSE,1.4610397024080157,1109,9,9,FALSE
8030,0.9362846821107935,FALSE,1.0932070950511843,922,12,18,FALSE
8031,0.9923461344443527,FALSE,0.69620584952645,1056,18,14,FALSE
8032,0.9387116613774394,FALSE,0.822077457094565,820,16,20,FALSE
8033,0.8834678988533249,FALSE,0.8520985667128116,905,10,18,FALSE
8034,0.9698599366161644,FALSE,1.2245675949379802,684,14,16,FALSE
8035,0.9198121730487185,FALSE,0.9274046823848039,1935,11,18,FALSE
8036,0.9297831673418226,FALSE,0.7112181650009006,696,20,20,FALSE
8037,0.9745783711647467,FALSE,0.8314914624206722,1213,19,13,FALSE
8038,0.9991830293861005,TRUE,1.3219737017061561,1490,14,8,TRUE
8039,0.9496192468540432,FALSE,0.8943397863768041,1815,10,15,FALSE
8040,0.9568133685388347,FALSE,1.3412774403113872,348,16,19,FALSE
8041,0.9909043529757479,TRUE,0.7766314786858857,1229,10,8,FALSE
8042,0.9839256513822962,FALSE,0.5099596311338246,1809,17,15,FALSE
8043,0.9936348953021397,FALSE,1.1749294707551599,1609,19,13,FALSE
8044,0.9587313191601157,FALSE,0.8525114227086306,383,14,16,FALSE
8045,0.9927045072231192,FALSE,1.4460357916541398,759,10,10,FALSE
8046,0.9481813767370731,FALSE,1.0393443773500621,345,14,20,FALSE
8047,0.9893494207021163,TRUE,1.1028345227241516,765,18,14,FALSE
8048,0.9939866714169763,FALSE,1.0220117529388517,689,15,13,FALSE
8049,0.9898418710117796,FALSE,0.8499971020501107,1609,14,14,FALSE
8050,0.9838201826293144,FALSE,1.4025689046829939,1038,9,9,FALSE
8051,0.9895170644413588,FALSE,1.109473806573078,606,16,8,FALSE
8052,0.9426253396242474,FALSE,1.0943031925708055,556,11,18,FALSE
8053,0.9759995836595367,FALSE,0.7949519481044263,1678,15,13,FALSE
8054,0.9922745061581721,FALSE,0.8456932355184108,1145,11,8,FALSE
8055,0.9904953174154273,FALSE,1.1851329382043332,666,9,8,FALSE
8056,0.9893842915783109,FALSE,0.9609975554049015,1028,8,11,FALSE
8057,0.8471549495968579,FALSE,1.1169599774293602,591,9,18,FALSE
8058,0.9940203260698509,FALSE,1.2818122184835374,861,13,9,FALSE
8059,0.9923280343192399,FALSE,0.85636877710931,1166,12,10,FALSE
8060,0.8542293044870879,FALSE,1.1797559447586536,949,9,20,FALSE
8061,0.9916700238166272,TRUE,0.8434242543298751,1124,12,10,FALSE
8062,0.9980488625644498,FALSE,1.198255954310298,956,20,10,FALSE
8063,0.940477775325089,FALSE,1.4433616113383323,621,10,15,FALSE
8064,0.9904198052490324,FALSE,1.0451939585618675,1522,20,13,FALSE
8065,0.9906707795216444,TRUE,0.8194292658008635,1367,10,9,FALSE
8066,0.9926438772012085,FALSE,0.9606414837762713,728,14,11,FALSE
8067,0.9599716115146489,TRUE,0.5092451155651361,444,10,8,FALSE
8068,0.9916607723086507,FALSE,1.4050702818203717,990,16,13,FALSE
8069,0.9710417206512448,FALSE,1.318303759675473,1069,11,14,FALSE
8070,0.9939228619352821,TRUE,0.5581147531047463,1065,18,9,TRUE
8071,0.9890456066362809,FALSE,1.223991819890216,426,17,10,FALSE
8072,0.9961467072189428,TRUE,0.7178452259395272,345,18,9,TRUE
8073,0.9819347045312378,FALSE,0.7735611491370946,1370,16,16,FALSE
8074,0.9966354466651951,TRUE,0.7665377657394856,1950,18,8,FALSE
8075,0.978801408049984,TRUE,0.7850068665575236,702,15,15,FALSE
8076,0.9826321439827812,FALSE,0.7252388894557953,1743,13,12,FALSE
8077,0.8808851974379098,FALSE,0.6634568043518811,903,8,19,FALSE
8078,0.994410220149573,FALSE,1.182508431840688,373,11,9,FALSE
8079,0.9919889661870575,FALSE,1.0703381781931967,570,16,12,FALSE
8080,0.992313374445602,FALSE,1.2473024625796825,1389,17,13,FALSE
8081,0.9426361852733769,FALSE,1.0001804863568395,1142,13,16,FALSE
8082,0.9317917686559233,FALSE,1.3900782698765397,1598,13,19,FALSE
8083,0.9952168660175873,TRUE,0.7842671496327966,1604,20,12,FALSE
8084,0.9763866657003236,FALSE,0.6956652076914907,1741,20,17,FALSE
8085,0.9920921717186467,FALSE,1.1686268460471183,1259,12,14,FALSE
8086,0.9843338484401762,FALSE,0.8282407470978796,1945,18,13,FALSE
8087,0.9899091786942147,FALSE,0.7032611900940537,1207,20,14,FALSE
8088,0.9968102289825039,TRUE,1.3547288603149354,1472,19,9,FALSE
8089,0.9909996987296776,FALSE,1.4930351593066007,529,17,16,FALSE
8090,0.9957806544056255,TRUE,1.2760777291841805,438,14,9,FALSE
8091,0.9601961690438928,FALSE,0.8542958374600857,906,11,14,FALSE
8092,0.9436196568835312,FALSE,0.5027548356447369,950,17,13,FALSE
8093,0.9651998979271196,FALSE,1.1480043593328446,636,17,20,FALSE
8094,0.961130744050941,FALSE,1.4215586453210562,1464,17,20,FALSE
8095,NaN,FALSE,0.5483759308699518,1532,12,12,FALSE
8096,0.9972762318369234,TRUE,0.9859794513322413,463,17,9,FALSE
8097,0.9401340511961981,FALSE,1.2105543524958193,707,10,15,FALSE
8098,0.9653974320049791,FALSE,0.8973905916791409,729,12,16,FALSE
8099,0.9940860995915011,FALSE,1.2566830874420702,1073,16,13,FALSE
8100,0.9960145607155012,FALSE,1.00075737782754,1564,14,10,FALSE
8101,0.9512555905895034,FALSE,0.708298975834623,1860,13,17,FALSE
8102,0.9337951865736901,FALSE,1.207530806073919,778,13,17,FALSE
8103,0.9952455012065567,FALSE,1.161114059155807,1925,19,14,FALSE
8104,0.9627623037749549,FALSE,0.6289186174981296,1410,9,8,FALSE
8105,0.910705739891899,FALSE,1.3054983143229038,304,10,19,FALSE
8106,0.9567038353065257,FALSE,1.1510236950125545,308,8,14,FALSE
8107,0.9964911209898368,FALSE,1.4019216089509428,426,17,12,FALSE
8108,0.9642351683138363,FALSE,0.7611034472938627,1398,9,15,FALSE
8109,0.9828626106590268,FALSE,0.8637726232409477,1127,19,18,FALSE
8110,0.9931920142406567,TRUE,1.4533182419836521,1323,20,14,FALSE
8111,0.9508375647895846,FALSE,0.6334099487867206,1974,8,12,FALSE
8112,0.9976937727604985,TRUE,1.0913415600080043,413,18,8,FALSE
8113,0.9910999086017721,FALSE,0.996125407749787,1785,14,10,FALSE
8114,0.9060157541226981,FALSE,1.3662468907423317,837,11,19,FALSE
8115,0.9976618620256666,TRUE,0.9669894138351083,685,19,10,FALSE
8116,0.995331881071931,FALSE,1.322625769302249,1823,17,14,FALSE
8117,0.9638550366741078,FALSE,1.1672233953140676,1674,12,18,FALSE
8118,0.9965508275515285,FALSE,0.6589575679972768,815,12,12,FALSE
8119,0.9344078669218615,FALSE,1.0540873452555388,1738,13,19,FALSE
8120,0.995737866809743,FALSE,1.0398189674597234,1652,14,8,TRUE
8121,0.979353375901813,FALSE,1.1519028281327337,622,9,9,FALSE
8122,0.9283139794134966,FALSE,1.339746392564848,1323,8,13,FALSE
8123,0.9940338778619653,FALSE,0.994598732329905,1048,15,11,FALSE
8124,0.9896759720312549,FALSE,0.8037441943306476,576,18,12,FALSE
8125,0.8989858404082789,FALSE,0.6586963669396937,821,10,20,FALSE
8126,0.908930789379275,FALSE,0.691615286981687,1758,14,19,FALSE
8127,0.9862059202364757,FALSE,0.8105935379862785,1403,20,13,FALSE
8128,0.8210205714905867,FALSE,0.5918918151874095,1919,9,20,FALSE
8129,0.9744923149687461,FALSE,0.9377465769648552,1935,8,13,FALSE
8130,0.9969598781468418,TRUE,1.4083320598583668,1643,9,8,FALSE
8131,0.9850093192959194,FALSE,1.402437987504527,956,10,11,FALSE
8132,0.9909115733911327,FALSE,1.2643485146109015,1085,17,11,FALSE
8133,0.9801324468791577,TRUE,0.6140537648461759,643,19,9,FALSE
8134,0.9797113365852702,FALSE,0.9134269789792597,765,12,15,FALSE
8135,0.986300897084125,FALSE,0.6573260962031782,1996,19,9,FALSE
8136,0.9966864250542837,FALSE,1.4201898297760636,1597,18,8,FALSE
8137,0.8325817497445522,FALSE,0.7360630263574421,383,10,17,FALSE
8138,0.9666358001973184,FALSE,0.5835757339373231,1826,14,13,FALSE
8139,0.9293745291223965,FALSE,0.8277206779457629,1105,9,19,FALSE
8140,0.7608218040317813,FALSE,1.0727508866693825,1616,8,18,FALSE
8141,0.8751825246401543,FALSE,0.5086948543321341,1849,11,20,FALSE
8142,0.8284116046748672,FALSE,0.685791501076892,1126,8,18,FALSE
8143,0.990901584544676,TRUE,1.0529865708667785,940,8,8,FALSE
8144,0.9866902941465282,FALSE,1.0578868931625038,672,20,17,FALSE
8145,0.9748949214737063,FALSE,1.0760017805732787,646,13,14,FALSE
8146,0.9886280448553597,FALSE,0.9360475132707506,875,12,14,FALSE
8147,0.9945649836991631,FALSE,1.3858607891015708,1039,12,12,FALSE
8148,0.9966021765099592,FALSE,1.3190320117864758,1275,17,11,FALSE
8149,0.9350181590087917,FALSE,0.8042410630732775,1968,10,17,FALSE
8150,0.989005909434372,TRUE,0.6987244063057005,1854,18,10,FALSE
8151,0.9758638049836792,TRUE,0.7168045493308455,1153,10,8,FALSE
8152,0.9948338049036511,FALSE,1.473973776679486,1381,20,14,FALSE
8153,0.919926827223242,FALSE,0.6177407682407647,1005,15,18,FALSE
8154,0.9937461209219268,FALSE,1.4906142479740083,1902,13,14,FALSE
8155,0.975718788574341,FALSE,1.148199791321531,1319,10,11,FALSE
8156,0.9864789371912625,FALSE,1.0063955900259316,609,10,13,FALSE
8157,0.975336733186534,FALSE,0.8014264293015003,1175,16,14,FALSE
8158,0.9958277308155916,TRUE,0.6339855745900422,829,14,10,FALSE
8159,0.9901743384184047,FALSE,0.9390797363594174,472,16,12,FALSE
8160,0.9747556826419312,FALSE,1.3418907730374485,1880,14,15,FALSE
8161,0.9897327047352122,FALSE,1.0409629743080586,302,19,12,FALSE
8162,0.9947984439193993,TRUE,1.3277837485074997,1802,10,8,FALSE
8163,0.9660290079470386,FALSE,0.532782195834443,1976,17,11,FALSE
8164,0.9898235708983771,TRUE,0.9358342417981476,1327,8,8,FALSE
8165,0.9174309228082906,FALSE,0.5040658216457814,619,20,20,FALSE
8166,0.9165864214064999,FALSE,0.9067732435651124,504,13,18,FALSE
8167,0.9442280278597908,FALSE,0.5571331609971821,1712,11,16,FALSE
8168,0.9925080995657841,TRUE,0.6709938168060035,523,9,9,FALSE
8169,0.9459583017658338,FALSE,0.8751891604624689,601,14,17,FALSE
8170,0.9928654255769647,FALSE,1.4793269617948681,786,20,12,FALSE
8171,0.9874523177352493,FALSE,0.955000075744465,1647,20,16,FALSE
8172,0.9810100350373426,FALSE,1.0249418504536152,1753,13,14,FALSE
8173,0.9739064607468094,FALSE,0.8793138843029737,758,18,19,FALSE
8174,0.9607640019407324,FALSE,1.1350562542211264,586,17,18,FALSE
8175,0.9194014233125655,FALSE,1.1238923529163003,884,11,17,FALSE
8176,0.9835509375576508,FALSE,1.0326639420818537,845,9,10,FALSE
8177,0.9881962314521202,FALSE,1.144825164694339,1193,12,11,FALSE
8178,0.9872718095775065,FALSE,0.6704407201614231,1435,16,13,FALSE
8179,0.979562282432901,FALSE,1.3031219237018377,641,18,17,FALSE
8180,0.9654385240937494,FALSE,1.0536333373747766,564,15,16,FALSE
8181,0.9333264232152114,FALSE,0.6882820059545338,772,15,18,FALSE
8182,0.9844517772168416,FALSE,0.6345296825747937,1593,17,11,FALSE
8183,0.7499495237410893,FALSE,1.0054401794914156,495,9,20,FALSE
8184,0.9851879817470491,FALSE,0.8491853678133339,1284,8,8,FALSE
8185,0.9902598206118058,FALSE,1.1552217698190361,1023,20,15,FALSE
8186,0.9848646961834047,FALSE,0.9078631070442498,561,14,15,FALSE
8187,0.91282913835726,FALSE,0.9381614604499191,800,8,16,FALSE
8188,0.9949715134619231,TRUE,0.8781453294213861,696,18,14,FALSE
8189,0.9549568155519326,TRUE,0.5810441779904068,1489,17,8,FALSE
8190,0.9633037843112726,FALSE,0.6796003421768546,1349,16,13,FALSE
8191,0.9824573829456377,FALSE,0.9241612816695124,1519,10,12,FALSE
8192,0.9849836246350067,FALSE,1.427825156133622,1561,20,17,FALSE
8193,0.9703359354188714,FALSE,0.5344340454321355,1726,12,10,FALSE
8194,0.9935965896932752,TRUE,0.6316061469260603,543,19,9,FALSE
8195,0.9589109717578101,FALSE,1.1264397415798157,1432,20,20,FALSE
8196,0.973886279600268,FALSE,0.6424156075809151,1181,16,15,FALSE
8197,0.9780212877463548,FALSE,0.810591540299356,1798,20,18,FALSE
8198,0.9837439674647166,FALSE,0.5239555013831705,1575,13,10,FALSE
8199,0.9975951022984275,FALSE,1.3765393886715174,1407,15,10,TRUE
8200,0.9855290354577754,FALSE,1.2473997292108834,909,14,14,FALSE
8201,0.9413655222389177,FALSE,0.5175086646340787,1906,13,18,FALSE
8202,0.9865634961565888,FALSE,0.9519390326458961,1577,16,13,FALSE
8203,0.9839371169079708,TRUE,0.5320318834856153,1979,14,8,TRUE
8204,0.9959884471311872,FALSE,1.1306127368006855,1512,19,11,FALSE
8205,0.9898330704927792,TRUE,0.5416895628441125,878,12,8,FALSE
8206,0.9649392470828192,FALSE,0.7613826687447727,1203,13,14,FALSE
8207,0.9613369504748445,FALSE,0.5841566168237478,1254,20,16,FALSE
8208,0.8816286490174834,FALSE,0.7457872210070491,1407,13,18,FALSE
8209,0.8995356890054238,FALSE,1.3366116269025952,661,8,16,FALSE
8210,0.9576110467838486,FALSE,1.3687051380984485,1679,11,16,FALSE
8211,0.9487360077683907,FALSE,0.7491128100082278,1562,14,19,FALSE
8212,0.9937952389730738,FALSE,1.4760098711121827,1101,17,15,FALSE
8213,0.9959151340852996,TRUE,1.310765711357817,1735,13,10,FALSE
8214,0.9164467615062212,FALSE,0.7009184460621327,1521,13,20,FALSE
8215,0.96607276513667,FALSE,0.9055771233979613,1557,9,17,FALSE
8216,0.9966890853060977,TRUE,1.1857164246030152,1760,12,10,FALSE
8217,0.9885120977921504,FALSE,1.396864435635507,1005,14,12,FALSE
8218,0.9054479760162182,FALSE,0.9070957279764116,652,13,20,FALSE
8219,0.9777404151448098,FALSE,1.2108755519147962,1177,11,12,FALSE
8220,0.9667703591080002,FALSE,0.8138680537231266,403,19,17,FALSE
8221,0.946801015108722,FALSE,0.9540806494187564,409,14,19,FALSE
8222,0.9363149346965569,FALSE,0.7468591902870685,1940,19,20,FALSE
8223,0.9879653639633715,FALSE,0.9079377080779523,1060,19,15,FALSE
8224,0.9764462653711774,FALSE,1.4673454547300935,574,13,15,FALSE
8225,0.9881433107725259,TRUE,0.97932049469091,311,8,8,FALSE
8226,0.9390465068057988,FALSE,1.1996930541936308,1666,9,14,FALSE
8227,0.8805391314207051,FALSE,0.5291966993827373,911,8,20,FALSE
8228,0.9486027211345297,FALSE,0.8052552251610905,877,13,16,FALSE
8229,0.9925152028989296,FALSE,1.1539576421491802,628,8,10,FALSE
8230,0.9849929441552342,FALSE,1.494828816037625,372,19,18,FALSE
8231,0.9795413562695083,FALSE,1.1780895926058292,1415,17,13,FALSE
8232,0.9732812481244731,FALSE,0.9594275846611708,1446,11,12,FALSE
8233,0.9724142525015268,FALSE,0.9974214362446219,1899,10,11,FALSE
8234,0.9710433937011876,FALSE,0.867765671107918,993,12,15,FALSE
8235,0.9822357087356083,FALSE,1.0939804934896529,1699,9,11,FALSE
8236,0.9985425031726461,TRUE,0.8028465188108385,1541,20,8,FALSE
8237,0.9923946983815228,FALSE,1.064667967846617,1727,18,12,FALSE
8238,0.9738839649027373,FALSE,1.3353211113717407,1396,16,18,FALSE
8239,0.9900677328303492,FALSE,1.1457099132239819,613,11,12,FALSE
8240,0.9965657087495517,FALSE,1.2251548513304442,1610,9,8,FALSE
8241,0.9953569980643887,TRUE,1.4312955376226455,652,18,11,FALSE
8242,0.987414919406441,FALSE,1.2565669647883624,1117,19,18,FALSE
8243,0.9837951113536677,FALSE,0.5293450632598251,935,17,11,FALSE
8244,0.9270959716293169,FALSE,0.7120405205059797,1583,11,19,FALSE
8245,0.9584069678618772,FALSE,1.088989126496017,1388,8,14,FALSE
8246,0.9904375288898936,TRUE,0.5545812994241714,302,15,8,FALSE
8247,0.99677583901416,TRUE,1.1363269407302141,1155,18,8,FALSE
8248,0.9994795582241974,FALSE,1.4465356380678713,1252,13,8,FALSE
8249,0.9817769168585115,FALSE,0.642770117148757,1523,11,10,FALSE
8250,0.992645078053695,FALSE,1.0369969783350825,1072,16,12,FALSE
8251,0.9921252008345166,TRUE,1.3810559627600014,1671,8,9,FALSE
8252,0.972546201576338,FALSE,0.8268543484155089,1333,11,13,FALSE
8253,0.9771334785415882,FALSE,1.3542917389422655,469,11,12,FALSE
8254,0.9765109521326168,FALSE,1.491294192848727,1581,16,18,FALSE
8255,0.9404684181401406,FALSE,1.1148951256182045,1838,10,18,FALSE
8256,0.9901465726906697,FALSE,1.382284955587238,954,18,16,FALSE
8257,0.9831970111796687,TRUE,0.6121799072716385,1384,13,10,FALSE
8258,0.9888428735352863,FALSE,1.412502979626879,1701,17,14,FALSE
8259,0.9851300411502089,FALSE,1.1505966496188194,1379,18,13,FALSE
8260,0.9534751499953352,FALSE,1.4940765753854066,1980,10,18,FALSE
8261,0.9766403229649882,FALSE,0.9300713224802166,924,16,16,FALSE
8262,0.984614699556267,FALSE,0.9181694656144828,1091,17,16,FALSE
8263,0.9923240400056138,FALSE,0.7728175765369087,434,15,11,FALSE
8264,0.9545495192882729,FALSE,1.248190805548802,1783,12,18,FALSE
8265,0.980929477971668,FALSE,1.363694771192968,313,10,10,FALSE
8266,0.8816814615707964,FALSE,1.240156534826383,536,10,20,FALSE
8267,0.9749444818973596,TRUE,0.5689045030158013,1450,16,9,FALSE
8268,0.967794248575077,FALSE,0.8495573541149497,1978,13,14,FALSE
8269,0.8865875977175869,FALSE,1.099269141210243,687,9,19,FALSE
8270,0.9809213276119152,FALSE,1.2501211264170706,1913,17,17,FALSE
8271,0.9867914148466852,FALSE,1.0479661542922258,1211,19,11,FALSE
8272,0.9720830823079913,FALSE,0.7931049163453281,1896,16,19,FALSE
8273,0.9445916279234586,FALSE,1.422521922038868,1891,15,19,FALSE
8274,0.9364970432069246,FALSE,1.0998017305973917,520,13,19,FALSE
8275,0.8596768488118192,FALSE,0.8212952497415245,770,9,20,FALSE
8276,0.9896711682062654,FALSE,0.8729250505566597,659,18,15,FALSE
8277,0.9528367696546479,FALSE,0.5578207976650447,1885,10,9,FALSE
8278,0.967475185898345,FALSE,0.5021576846484095,1224,11,15,FALSE
8279,0.9977827452450171,TRUE,1.1558462402317673,1831,20,8,FALSE
8280,0.9944025878003815,FALSE,1.2016080315224826,375,17,14,FALSE
8281,0.9817866835721907,FALSE,0.8499557417817414,303,20,18,FALSE
8282,0.9543226607821456,FALSE,0.6215658618602902,936,18,19,FALSE
8283,0.9978006679279725,FALSE,1.4790223543532193,849,9,9,FALSE
8284,0.9333846347887357,FALSE,1.0425603748299181,850,12,20,FALSE
8285,0.9891013525784229,FALSE,0.8888442753814161,1200,16,8,FALSE
8286,0.9935234869807098,FALSE,0.9098592144437134,1713,19,12,FALSE
8287,0.9748194759609364,FALSE,0.8524592653848231,1176,19,19,FALSE
8288,0.9360974375003897,FALSE,1.1472066789865494,893,8,14,FALSE
8289,0.992306412011569,FALSE,0.901199656073004,1048,20,10,FALSE
8290,0.9909224053307379,FALSE,1.3418204966001213,305,17,12,FALSE
8291,0.9564698191853259,FALSE,0.8341802915092558,991,14,16,FALSE
8292,0.9495653254828748,FALSE,0.5636861934326589,1212,13,10,FALSE
8293,0.8763528235342943,FALSE,0.6965236698742956,1683,10,17,FALSE
8294,0.8785616895107089,FALSE,0.5560435161460191,1934,11,19,FALSE
8295,0.9583149233334477,FALSE,1.4805342871695757,1470,18,20,FALSE
8296,0.9780219247933402,FALSE,1.1068363266531378,1308,10,14,FALSE
8297,0.9957761765942722,FALSE,1.142054163152352,1181,20,11,FALSE
8298,0.914738338453345,FALSE,1.0237982829567045,1688,15,20,FALSE
8299,0.9931983367616685,TRUE,1.4409685833379626,978,14,10,FALSE
8300,0.9929145471724312,TRUE,0.9763990477658808,931,13,10,FALSE
8301,0.9807369997789338,FALSE,0.6191735158208758,1747,13,11,FALSE
8302,0.9828196558877885,FALSE,1.022304443642497,948,11,10,FALSE
8303,0.9903999821697432,FALSE,1.1065316770691425,1196,9,10,FALSE
8304,0.9824006632385603,TRUE,0.9305439544841647,629,9,10,FALSE
8305,0.9339788176639646,FALSE,0.9641260544303805,439,8,15,FALSE
8306,0.9235616260902623,FALSE,0.9661743345204741,1578,12,18,FALSE
8307,0.9932289990692278,FALSE,1.1383939187508076,1616,14,11,FALSE
8308,0.9888691641846242,FALSE,0.7841037295293063,1363,14,13,FALSE
8309,0.9102567667523068,FALSE,1.2107693094294518,602,8,16,FALSE
8310,0.7171819628205622,FALSE,1.426664212718606,478,9,20,FALSE
8311,0.90543288163662206,FALSE,1.2612617628183216,1781,9,16,FALSE
8312,0.9612860051337936,FALSE,1.4833967390004545,1823,20,20,FALSE
8313,0.9916911049514207,FALSE,0.9067950535099953,1109,14,13,FALSE
8314,0.9228985219008428,FALSE,0.8745992775075138,1874,8,15,FALSE
8315,0.9975814497319199,TRUE,1.451102254446596,544,17,9,FALSE
8316,0.9967681342213396,TRUE,1.1868824006523937,1159,19,13,FALSE
8317,0.9188076147090476,FALSE,0.9776882659643888,718,8,14,FALSE
8318,0.9872969897720691,FALSE,1.183894490590319,1542,20,17,FALSE
8319,0.9979138497247019,FALSE,1.4045717078261077,1338,15,8,FALSE
8320,0.9838049488140564,FALSE,1.0723654821049422,881,15,16,FALSE
8321,0.889615928339279,FALSE,0.5052133183926344,760,8,13,FALSE
8322,0.9927444161673319,FALSE,1.1749863158911467,1458,17,12,FALSE
8323,0.9730742746219397,FALSE,0.7528033759444952,1972,19,17,FALSE
8324,0.9063871603614584,FALSE,1.1050874388311058,1484,10,15,FALSE
8325,0.9977049166639272,FALSE,0.7048764415085316,1234,10,9,FALSE
8326,0.9960953716032073,FALSE,1.1690867533907294,1083,20,10,FALSE
8327,0.9429498971407099,FALSE,0.8655346592422575,1799,10,15,FALSE
8328,0.9544374696279488,FALSE,0.6916367984376848,455,19,19,FALSE
8329,0.988973238032385,FALSE,0.7381812760140747,557,19,18,FALSE
8330,0.9905071583299857,FALSE,0.7259721178561449,1508,19,12,FALSE
8331,0.9774325155943133,TRUE,0.6529578671324998,600,8,8,FALSE
